source,target,value
"EDP RENOVAVEIS, S.A.","MAIA DE ARAUJO SILVA, JOSE FERNANDO",1
"EDP RENOVAVEIS, S.A.","MANSO NETO, JOAO",1
"EDP RENOVAVEIS, S.A.","MENENDEZ MENENDEZ, MANUEL",1
"EDP RENOVAVEIS, S.A.","NOGUEIRA DE SOUSA COSTEIRA, JOAO PAULO",1
"EDP RENOVAVEIS, S.A.","PRESTANA DE ALMEIDA ALVES, NUNO MARIA",1
"EDP RENOVAVEIS, S.A.","RODRIGUES LOPES TEIXEIRA, RUI MANUEL",1
"EDP RENOVAVEIS, S.A.","VERISSIMO MARQUES DA CRUZ, JOAO MANUEL",1
"RED ELECTRICA CORPORACION, S.A.","AMADOR MILLAN, MARIA DE LOS ANGELES",1
"RED ELECTRICA CORPORACION, S.A.","BOYER SALVADOR, MIGUEL",1
"RED ELECTRICA CORPORACION, S.A.","FERNANDEZ MENDEZ DE ANDES, FERNANDO",2
"RED ELECTRICA CORPORACION, S.A.","FOLGADO BLANCO, JOSE",1
"RED ELECTRICA CORPORACION, S.A.","GARCIA BEATO, MARIA JOSE",1
"RED ELECTRICA CORPORACION, S.A.","GOMEZ DE BARREDA TOUS DE MONSALVE, CARMEN",1
"RED ELECTRICA CORPORACION, S.A.","IRANZO MARTIN, JUAN EMILIO",2
"RED ELECTRICA CORPORACION, S.A.","JANES CARTAXO, RUI MANUEL",1
"RED ELECTRICA CORPORACION, S.A.","PARRA GARCIA-MOLINER, ALFREDO",1
"RED ELECTRICA CORPORACION, S.A.","RUIZ JIMENEZ, FRANCISCO",1
"RED ELECTRICA CORPORACION, S.A.","SENDIN DE CACERES, PALOMA",1
"MELIA HOTELS INTERNATIONAL S.A.","ARENA DE LA MORA, JUAN",5
"MELIA HOTELS INTERNATIONAL S.A.","BANCO CAM, S.A.",1
"MELIA HOTELS INTERNATIONAL S.A.","CAMPO GARCIA, FRANCISCO JAVIER",2
"MELIA HOTELS INTERNATIONAL S.A.","D ORNELLAS SILVA, FERNANDO",2
"MELIA HOTELS INTERNATIONAL S.A.","DIAZ BUSTAMENTE TERMINEL, LUIS MARIA",1
"MELIA HOTELS INTERNATIONAL S.A.","ESCARRER JAUME, GABRIEL",1
"MELIA HOTELS INTERNATIONAL S.A.","ESCARRER JAUME, SEBASTIAN",1
"MELIA HOTELS INTERNATIONAL S.A.","ESCARRER JULIA, GABRIEL",1
"MELIA HOTELS INTERNATIONAL S.A.","HOTELES MALLORQUINES CONSOLIDADOS, S.A.",1
"MELIA HOTELS INTERNATIONAL S.A.","MORALEDA MARTINEZ, AMPARO",2
"MELIA HOTELS INTERNATIONAL S.A.","PASTOR BODMER, ALFREDO",1
"MELIA HOTELS INTERNATIONAL S.A.","VIVES CERDA, JUAN",1
"REPSOL, S.A","ABELLO GALLO, JUAN",1
"REPSOL, S.A","BEATO BLANCO, PAULINA",1
"REPSOL, S.A","BRUFAU NIUBO, ANTONIO",2
"REPSOL, S.A","CARULLA FONT, ARTUR",1
"REPSOL, S.A","CROISSIER BATISTA, LUIS CARLOS",3
"REPSOL, S.A","DURANDEZ ADEVA, ANGEL",2
"REPSOL, S.A","ECHENIQUE LANDIRIBAR, JAVIER",4
"REPSOL, S.A","FAINE CASAS, ISIDRO",4
"REPSOL, S.A","FERNANDEZ PELAEZ, MARIO",1
"REPSOL, S.A","GABARRO MIQUEL, ISABEL",1
"REPSOL, S.A","LOUREDA MANTIÑAN, JOSE MANUEL",2
"REPSOL, S.A","NIN GENOVA, JUAN MARIA",3
"REPSOL, S.A","PEMEX INTERNACIONAL ESPAÑA, S.A.",1
"REPSOL, S.A","REICHSTUL REICHSTUL, HENRI PHILIPPE",1
"REPSOL, S.A","SUAREZ DE LEZO MANTILLA, LUIS",2
"ANTENA 3 DE TELEVISION, S.A.","BELLET DE TAVERNOST, NICOLAS ABEL",1
"ANTENA 3 DE TELEVISION, S.A.","CARLOTTI , MAURIZIO",1
"ANTENA 3 DE TELEVISION, S.A.","CASALS ALDAMA, MAURICIO",1
"ANTENA 3 DE TELEVISION, S.A.","CATA SALA, AURORA",1
"ANTENA 3 DE TELEVISION, S.A.","CREHUERAS MARGENAT, JOSE",1
"ANTENA 3 DE TELEVISION, S.A.","DRAGO , MARCO",1
"ANTENA 3 DE TELEVISION, S.A.","ENTRECANALES FRANCO, MARIA",1
"ANTENA 3 DE TELEVISION, S.A.","GAMP AUDIOVISUAL, S.A.",1
"ANTENA 3 DE TELEVISION, S.A.","GONZALEZ MORENO, SILVIO",1
"ANTENA 3 DE TELEVISION, S.A.","HEGGEN , ELMAR",1
"ANTENA 3 DE TELEVISION, S.A.","IMAGINA MEDIA AUDIOVISUAL, S.A.",1
"ANTENA 3 DE TELEVISION, S.A.","LARA BOSCH, JOSE MANUEL",2
"ANTENA 3 DE TELEVISION, S.A.","RAMON Y CAJAL AGÜERAS, PEDRO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","ADREANI , GIULIANO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","ALVAREZ RENDUELES, JOSE RAMON",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","BERLUSCONI , PIER SILVIO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","CEBRIAN ECHARRI, JUAN LUIS",2
"MEDIASET ESPAÑA COMUNICACION, S.A.","CONFALONIERI , FEDELE",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","DURANDEZ ADEVA, ANGEL",2
"MEDIASET ESPAÑA COMUNICACION, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",3
"MEDIASET ESPAÑA COMUNICACION, S.A.","GIORDANI , MARCO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","MESSINA , ALFREDO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","MUSOLINO , MASSIMO",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","POLANCO MORENO, MANUEL",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","PRADO EULATE, FRANCISCO DE BORJA",2
"MEDIASET ESPAÑA COMUNICACION, S.A.","REVOREDO DELVECCHIO, HELENA IRENE",3
"MEDIASET ESPAÑA COMUNICACION, S.A.","TRINGALI , GIUSEPPE",1
"MEDIASET ESPAÑA COMUNICACION, S.A.","VASILE , PAOLO",1
"MARTINSA-FADESA, S.A.","AGUIEIRA INVERSIONES, S.L.",1
"MARTINSA-FADESA, S.A.","ALMARFE, S.L.",1
"MARTINSA-FADESA, S.A.","FEMARAL, S.L.",1
"MARTINSA-FADESA, S.A.","FT CASTELLANA CONSULTORES INMOBILIARIOS, S.A.U.",1
"MARTINSA-FADESA, S.A.","GRUPO EMPRESARIAL DE ANTEQUERA, S.L.",1
"MARTINSA-FADESA, S.A.","MAGDALENO , ANTONIA",1
"MARTINSA-FADESA, S.A.","MARTIN ALVAREZ, FERNANDO",1
"MARTINSA-FADESA, S.A.","MARTIN DEL AGUA, FERNANDO",1
"MARTINSA-FADESA, S.A.","MARTIN TORRES, ANGEL",1
"MARTINSA-FADESA, S.A.","MORENO RODRIGUEZ, ANTONIO",1
"MARTINSA-FADESA, S.A.","MOYA MORENO, ARTURO",1
"MARTINSA-FADESA, S.A.","PETRAXARQUIA",1
"MARTINSA-FADESA, S.A.","TASK ARENAL, S.L.",1
"CLINICA BAVIERA, S.A.","BAVIERA SABATER, EDUARDO",1
"CLINICA BAVIERA, S.A.","BAVIERA SABATER, JULIO",1
"CLINICA BAVIERA, S.A.","DIAZ DE RABAGO MAZON, PABLO",1
"CLINICA BAVIERA, S.A.","FERNANDEZ ALONSO, JAVIER",1
"CLINICA BAVIERA, S.A.","INVERSIONES DARIO 3, B.V.",1
"CLINICA BAVIERA, S.A.","INVERSIONES GRUPO ZRISER, S.L.",1
"CLINICA BAVIERA, S.A.","INVESTMENTS BALLO HOLDING B.V.",1
"CLINICA BAVIERA, S.A.","MORENO WARLETA, RICARDO",1
"CLINICA BAVIERA, S.A.","RAMOS PASCUAL, DIEGO",1
"REALIA BUSINESS, S.A.","ALDAZ BARRERA, IÑIGO",1
"REALIA BUSINESS, S.A.","BAYON MARINE, IGNACIO",1
"REALIA BUSINESS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",3
"REALIA BUSINESS, S.A.","IGLESIAS CANO, CARMEN",1
"REALIA BUSINESS, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",3
"REALIA BUSINESS, S.A.","LINARES LIEBANA, MARIA ANTONIA",1
"REALIA BUSINESS, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",3
"REALIA BUSINESS, S.A.","MELILOTO, S.L.",2
"REALIA BUSINESS, S.A.","MONTES SANCHEZ, RAFAEL",3
"REALIA BUSINESS, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",4
"DINAMIA CAPITAL PRIVADO, S.A., SCR","ARENA DE LA MORA, JUAN",5
"DINAMIA CAPITAL PRIVADO, S.A., SCR","BERGARECHE BUSQUET, SANTIAGO",2
"DINAMIA CAPITAL PRIVADO, S.A., SCR","CARRETERO MANZANO, JOSE JAVIER",1
"DINAMIA CAPITAL PRIVADO, S.A., SCR","D ORNELLAS SILVA, FERNANDO",2
"DINAMIA CAPITAL PRIVADO, S.A., SCR","DE CARVAJAL BALLESTER, EMILIO",1
"DINAMIA CAPITAL PRIVADO, S.A., SCR","GARCIA-QUIROS RODRIGUEZ, JOAQUIN",1
"DINAMIA CAPITAL PRIVADO, S.A., SCR","JIMENEZ LOPEZ, RAFAEL",1
"DINAMIA CAPITAL PRIVADO, S.A., SCR","VILLEN JIMENEZ, NICOLAS",1
"DINAMIA CAPITAL PRIVADO, S.A., SCR","VINTON , ALFRED-MERTON",1
"FERROVIAL, S.A.","ARENA DE LA MORA, JUAN",5
"FERROVIAL, S.A.","AYUSO GARCIA, JOAQUIN",2
"FERROVIAL, S.A.","BERGARECHE BUSQUET, SANTIAGO",2
"FERROVIAL, S.A.","BURGIO , GABRIELE",1
"FERROVIAL, S.A.","CARVAJAL URQUIJO, JAIME",1
"FERROVIAL, S.A.","DEL PINO CALVO-SOTELO, MARIA",1
"FERROVIAL, S.A.","DEL PINO CALVO-SOTELO, RAFAEL",1
"FERROVIAL, S.A.","FERNANDEZ VALBUENA, SANTIAGO",2
"FERROVIAL, S.A.","KARLOVY, S.L.",1
"FERROVIAL, S.A.","MEIRAS AMUSCO, IÑIGO",1
"FERROVIAL, S.A.","PORTMAN BAELA, S.L.",1
"FERROVIAL, S.A.","SANCHEZ-JUNCO MANS, JOSE FERNANDO",1
"CODERE, S.A.","CASES MENDEZ, JOSE IGNACIO",1
"CODERE, S.A.","JUNQUERA TEMPRANO, JUAN",1
"CODERE, S.A.","MARTINEZ SAMPEDRO, ENCARNACION",1
"CODERE, S.A.","MARTINEZ SAMPEDRO, JOSE ANTONIO",1
"CODERE, S.A.","MARTINEZ SAMPEDRO, LUIS JAVIER",1
"CODERE, S.A.","MASAMPE,S.L.",1
"CODERE, S.A.","ROMERO RODRIGUEZ, JOSE RAMON",1
"CODERE, S.A.","VELA SASTRE, EUGENIO",1
"CODERE, S.A.","ZAPPALA , JOSEPH",1
"CODERE, S.A.","ZORNOZA PEREZ, JUAN JOSE",1
"RENTA 4 BANCO, S.A.","FERRERAS DIEZ, PEDRO",1
"RENTA 4 BANCO, S.A.","FUNDACION OBRA SOCIAL ABOGACIA ESPAÑOLA",1
"RENTA 4 BANCO, S.A.","GARCIA MOLINA, FRANCISCO",1
"RENTA 4 BANCO, S.A.","GONZALEZ ENCISO, SANTIAGO",1
"RENTA 4 BANCO, S.A.","LOPEZ GARCIA, JUAN LUIS",1
"RENTA 4 BANCO, S.A.","MUTUALIDAD GENERAL PREVISION SOCIAL ABOGACIA",1
"RENTA 4 BANCO, S.A.","NAVARRO MARTINEZ, PEDRO ANGEL",3
"RENTA 4 BANCO, S.A.","PRIMO DE RIVERA URQUIJO, MIGUEL MARIA",1
"RENTA 4 BANCO, S.A.","RODRIGUEZ-SAHAGUN MARTINEZ, SOFIA",1
"RENTA 4 BANCO, S.A.","SANCHEZ-QUIÑONES GONZALEZ, JESUS",1
"RENTA 4 BANCO, S.A.","TRUEBA CORTES, EDUARDO",1
"RENTA 4 BANCO, S.A.","URETA DOMINGO, JUAN CARLOS",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ALONSO RUIZ-OJEDA, JAVIER",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ALVAREZ ALVAREZ, JOSE ANTONIO",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BARREIRO HERNANDEZ, JOSE",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BENJUMEA CABEZA DE VACA, IGNACIO",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","CUERVO GARCIA, JOSE ALVARO",2
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","GARCIA GARCIA, ROSA MARIA",2
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","HORTALA ARAU, JOAN",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","LAISECA ASLA, RICARDO",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","LANNOO , KAREL",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","MATO GARCIA-ANSORENA, RAMIRO",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","MUNIESA ARANTEGUI, TOMAS",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","OLIVENCIA RUIZ, MANUEL",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","PRAT RODRIGO, MARGARITA",1
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ZOIDO MARTINEZ, ANTONIO",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","ASTURIANA DE ADMINISTRACION DE VALORES MOBILIARIOS, S.L.",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","CATAVI, S.L.",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","FERNANDEZ PEREZ, PEDRO LUIS",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","GRUPO CORPORATIVO EMPRESARIAL DE LA CAJA DE AHORROS Y M. PIEDAD DE NAVARRA",3
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","HINOJOSA POCH, GONZALO",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","MARTINEZ MARQUEZ, LORENZO JOSE",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","METOTEC, S.L.",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","MORRAL HOSPITAL, JORGE MARIO",1
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","PUENTE COSTALES, CARLOS",1
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","AZPILICUETA FERRER, MANUEL",1
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","CORPORACION ARDITEL, S.L.U.",1
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","DIAZ-TEJEIRO GUTIERREZ, ENRIQUE",1
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","INVERSIONES MIDITEL, S.L.U.",1
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","SAGARDOY DE SIMON, IÑIGO",1
"AMADEUS IT HOLDING, S.A.","BOIREAU , CHRISTIAN",1
"AMADEUS IT HOLDING, S.A.","BOURIGEAUD , BERNARD ANDRE JOSEPH",1
"AMADEUS IT HOLDING, S.A.","DE LA DEHESA ROMERO, GUILLERMO",4
"AMADEUS IT HOLDING, S.A.","DUPUY DE LOME CHAVARRI, ENRIQUE",1
"AMADEUS IT HOLDING, S.A.","FURSE , CLARA",1
"AMADEUS IT HOLDING, S.A.","GEMKOW , STEPHAN",1
"AMADEUS IT HOLDING, S.A.","GOURGEON , PIERRE-HENRY",1
"AMADEUS IT HOLDING, S.A.","LOREDAN , FRANCESCO",1
"AMADEUS IT HOLDING, S.A.","MCALPINE , STUART ANDERSON",1
"AMADEUS IT HOLDING, S.A.","TAZON GARCIA, JOSE ANTONIO",1
"AMADEUS IT HOLDING, S.A.","WEBSTER , DAVID GORDON COMYN",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","CORRAL ESCRIBANO, SANTIAGO",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","CREMADES GARCIA, FRANCISCO JAVIER",2
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","DIAZ MARTINEZ, MANUEL",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","EBN BANCO DE NEGOCIOS, S.A.",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","FERNANDEZ SASTRON, JOSE MIGUEL",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GARCIA-DURAN BAYO, MANUEL",2
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GAYO DEL POZO, LUIS",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GRUPO EZENTIS, S.A.",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","HERRERO DE EGAÑA Y LOPEZ DEL HIERRO, JOSE",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","PEINADO GRACIA, JUAN IGNACIO",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","PEREGRINA BARRANQUERO, JESUS",1
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","SANCHEZ GARCIA-TIZON, ROSA",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","ALIERTA IZUEL, CESAREO",2
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","BROUGHTON , MARTIN FAULKNER",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","CESCAU , PATRICK JEAN PIERRE",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","FERNANDEZ NORNIELLA, JOSE MANUEL",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","KINGSMILL , DENISE PATRICIA",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","LAGARES GOMEZ-ABASCAL, MANUEL",3
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","LAWRENCE , JAMES ARTHUR",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","PEREZ-LLORCA Y RODRIGO, JOSE PEDRO",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","POYNTER , KIERAN CHARLES",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","SANCHEZ-LOZANO TURMO, RAFAEL",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","SNOW , JOHN WILLIAM",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","VAZQUEZ ROMERO, ANTONIO",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","WALSH , WILLIAM MATTHEW",1
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","WILLIAMS , KEITH",1
"NATRACEUTICAL, S.A.","BMS PROMOCION Y DESARROLLO, S.L.",2
"NATRACEUTICAL, S.A.","EGAÑA AZURMENDI, JUAN IGNACIO",2
"NATRACEUTICAL, S.A.","GAYDIER , FRANCOIS",1
"NATRACEUTICAL, S.A.","IBERSUIZAS ALFA, S.L.",1
"NATRACEUTICAL, S.A.","LOZANO JIMENEZ, MARIA TERESA",1
"NATRACEUTICAL, S.A.","NATRA, S.A.",1
"NATRACEUTICAL, S.A.","REVUELTA FERNANDEZ, FELIX",2
"QUABIT INMOBILIARIA, S.A.","ABANADES LOPEZ, FELIX",1
"QUABIT INMOBILIARIA, S.A.","BERNAL PEREZ HERRERA, MIGUEL",1
"QUABIT INMOBILIARIA, S.A.","CALVET SPINATSCH, JORGE",1
"QUABIT INMOBILIARIA, S.A.","PEREZ LEJONAGOITIA, ALBERTO",1
"QUABIT INMOBILIARIA, S.A.","PICKHOLZ , CLAUDIA",1
"QUABIT INMOBILIARIA, S.A.","TERME MARTINEZ, MANUEL",1
"CAJA DE AHORROS DEL MEDITERRANEO","FONDO DE REESTRUCTURACION ORDENADA BANCARIA",2
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","D HINNIN , DOMINIQUE",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","ENDERS , THOMAS",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","LAGARDERE , ARNAUD GEORGES ANDRE",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","LAMBERTI , HERMANN-JOSEF",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","MITTAL , LAKSHMI N.",2
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PARKER , JOHN",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PEBEREAU , MICHEL JEAN DENIS",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PIQUE CAMPS, JOSE",4
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PORTH , WILFRIED",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","TRICHET , JEAN-CLAUDE",1
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","UEBBER , BODO",1
"RENO DE MEDICI, S.P.A.","ANTONELLO , GIULIO",1
"RENO DE MEDICI, S.P.A.","CAPUANO , IGNAZIO",1
"RENO DE MEDICI, S.P.A.","DUBE , CHRISTIAN",1
"RENO DE MEDICI, S.P.A.","GAROFANO , GIUSEPPE",1
"RENO DE MEDICI, S.P.A.","GARRIBBA , SERGIO",1
"RENO DE MEDICI, S.P.A.","HALL , ROBERT",1
"RENO DE MEDICI, S.P.A.","LEMAIRE , LAURENT",1
"RENO DE MEDICI, S.P.A.","NICASTRO , VINCENZO",1
"RENO DE MEDICI, S.P.A.","PERETTI , CARLO",1
"JAZZTEL, PLC.","DIEZ GARCIA, JOSE LUIS",1
"JAZZTEL, PLC.","FERNANDEZ PUJALS, LEOPOLDO",1
"JAZZTEL, PLC.","GARCIA FERNANDEZ, JOSE MIGUEL",1
"JAZZTEL, PLC.","GIL GARCIA, ELENA",1
"JAZZTEL, PLC.","JORDA CASTRO, Mª LUISA",1
"JAZZTEL, PLC.","MORRIS , GAVIN",1
"JAZZTEL, PLC.","NAVARRO MARTINEZ, PEDRO ANGEL",3
"JAZZTEL, PLC.","ORTIZ MARTINEZ, JOSE",1
"JAZZTEL, PLC.","OTERO QUINTAS, MARIA ANTONIA",1
"JAZZTEL, PLC.","PEREZ SALES, MIREIA",1
"ARCELOR MITTAL, S.A.","BURT , TYE",1
"ARCELOR MITTAL, S.A.","DE LUXEMBOURG , GUILLAUME",1
"ARCELOR MITTAL, S.A.","KADEN , LEWIS B.",1
"ARCELOR MITTAL, S.A.","KRECKE , JEANNOT",1
"ARCELOR MITTAL, S.A.","MITTAL , LAKSHMI N.",2
"ARCELOR MITTAL, S.A.","MITTAL BHATIA, VANISHA",1
"ARCELOR MITTAL, S.A.","NIMOCKS , SUZANNE",1
"ARCELOR MITTAL, S.A.","ROSS , WILBUR L.",1
"ARCELOR MITTAL, S.A.","SPILLMANN , ANTOINE",1
"ARCELOR MITTAL, S.A.","VAGHUL , NARAYANAN",1
