source,target,value
"AMPER, S.A.","VEREMONTE ESPAÑA, S.L.U.",1
"GRUPO EZENTIS, S.A.","CREMADES GARCIA, FRANCISCO JAVIER",2
"GRUPO EZENTIS, S.A.","FERNANDEZ VIDAL, GUILLERMO",1
"GRUPO EZENTIS, S.A.","FERRIZ GOMEZ, ANGELES",1
"GRUPO EZENTIS, S.A.","GARCIA-DURAN BAYO, MANUEL",2
"GRUPO EZENTIS, S.A.","GONZALEZ SANCHEZ, FERNANDO",1
"GRUPO EZENTIS, S.A.","PIQUE CAMPS, JOSE",4
"GRUPO EZENTIS, S.A.","SANCHEZ DE LEON GARCIA, ENRIQUE",1
"GRUPO EZENTIS, S.A.","SOLANA MADARIAGA, LUIS",1
"GRUPO EZENTIS, S.A.","WAHNON LEVY, JOSE",1
"TECNICAS REUNIDAS, S.A.","ALARCO CANOSA, JAVIER",1
"TECNICAS REUNIDAS, S.A.","ANTOÑANZAS PEREZ-EGEA, JUAN MIGUEL",1
"TECNICAS REUNIDAS, S.A.","BLAINE RICHARDSON, WILLIAN",1
"TECNICAS REUNIDAS, S.A.","DE ASUA ALVAREZ, FERNANDO",2
"TECNICAS REUNIDAS, S.A.","DEL ALCAZAR SILVELA, DIEGO",1
"TECNICAS REUNIDAS, S.A.","GARCIA-AGULLO LLADO, ALVARO",1
"TECNICAS REUNIDAS, S.A.","GOMEZ-NAVARRO NAVARRETE, FRANCISCO JAVIER",1
"TECNICAS REUNIDAS, S.A.","HOYOS GONZALEZ, ANTONIO",1
"TECNICAS REUNIDAS, S.A.","LLADO ARBURUA, JOSE MANUEL",1
"TECNICAS REUNIDAS, S.A.","LLADO ARBURUA, JUAN",1
"TECNICAS REUNIDAS, S.A.","LLADO FERNANDEZ-URRUTIA, JOSE",1
"TECNICAS REUNIDAS, S.A.","URIARTE SANTAMARINA, PEDRO LUIS",1
"SOTOGRANDE, S.A.","ALFONSO SANCHEZ, ANTONIO JOSE",1
"SOTOGRANDE, S.A.","ESPARELLE INMOBILIARIA, S.L.",1
"SOTOGRANDE, S.A.","GONZALEZ TEJERA, FEDERICO",2
"SOTOGRANDE, S.A.","GRUPO INVERSOR HESPERIA, S.A",1
"SOTOGRANDE, S.A.","LOPEZ-ELOA GONZALEZ, JOSE MARIA",1
"SOTOGRANDE, S.A.","NAVASQÜES Y COBIAN, IGNACIO",1
"CARTERA INDUSTRIAL REA, S.A.","AGESBAN ANALISIS ECONOMICOS, S.A.",1
"CARTERA INDUSTRIAL REA, S.A.","ARREGUI CIARSOLO, JUAN LUIS",3
"CARTERA INDUSTRIAL REA, S.A.","BENJUMEA CABEZA DE VACA, FRANCISCO JAVIER",1
"CARTERA INDUSTRIAL REA, S.A.","BRISA BAJA, S.L.",1
"CARTERA INDUSTRIAL REA, S.A.","GONZALEZ-ADALID GARCIA-ZOZAYA, ANTONIO",2
"CARTERA INDUSTRIAL REA, S.A.","IBERFOMENTO SA SCR BAJA 18.11.05",4
"CARTERA INDUSTRIAL REA, S.A.","IBERVALLES, S.L.",1
"CARTERA INDUSTRIAL REA, S.A.","INVERSIONES EUROPEAS, S.L.",1
"CARTERA INDUSTRIAL REA, S.A.","LOIZAGA VIGURI, JOSE MARIA",3
"CARTERA INDUSTRIAL REA, S.A.","OTELUM, S.L.",1
"CARTERA INDUSTRIAL REA, S.A.","RETOS OPERATIVOS XXI, S.L.",2
"CARTERA INDUSTRIAL REA, S.A.","RIBES ORRIT, Mª TERESA",1
"CARTERA INDUSTRIAL REA, S.A.","RUIZ DE ALEGRIA ARRATIBEL, JESUS",1
"CARTERA INDUSTRIAL REA, S.A.","SOTO SERRANO, MANUEL",2
"CARTERA INDUSTRIAL REA, S.A.","TORRE RIOJA-MADRID, S.L.",1
"CARTERA INDUSTRIAL REA, S.A.","ZARDOYA ARANA, FRANCISCO JAVIER",1
"BANKINTER, S.A.","BOTIN-SANZ SAUTOLA NAVEDA, MARCELINO",1
"BANKINTER, S.A.","CARTIVAL, S.A.",1
"BANKINTER, S.A.","DANCAUSA TREVIÑO, MARIA DOLORES",1
"BANKINTER, S.A.","DE LA HOZ LIZCANO, GONZALO",1
"BANKINTER, S.A.","GARAY IBARGARAY, JOSE ANTONIO",1
"BANKINTER, S.A.","GUERRERO GUERRERO, PEDRO",2
"BANKINTER, S.A.","MASAVEU HERRERO, FERNANDO",1
"BANKINTER, S.A.","MATEU ROS CEREZO, RAFAEL",1
"BANKINTER, S.A.","TERCEIRO LOMBA, JAIME",2
"BANKINTER, S.A.","ZULUETA GREENEBAUM, JOHN DE",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","BRUNEL , NICOLAS",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","CUILLERET , PIERRE",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","CURRAS DE DON PABLOS, RICARDO",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","DIAZ GONZALEZ, JULIAN",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","GOLDING , RICHARD",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","LLOPIS RIVAS, ANA MARIA",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","MARTIN MAMPASO, MARIANO",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","MOUSSALEM , NADRA",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","PORTELA DE PABLO, ROSALIA",1
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","URCELAY ALONSO, ANTONIO",1
"PRIM, S.A.","ARRAEZ BERTOLIN, IGNACIO",1
"PRIM, S.A.","BARTAL INVERSIONES, S.L.",1
"PRIM, S.A.","GIMENEZ-REYNA RODRIGUEZ, ENRIQUE",1
"PRIM, S.A.","MEIJIDE GARCIA, JOSE LUIS",1
"PRIM, S.A.","PEREZ DE MENDEZONA, JUAN JOSE JAIME",1
"PRIM, S.A.","PEREZ PRIM, ANDRES",1
"PRIM, S.A.","PRIM GONZALEZ, VICTORIANO",1
"INMOLEVANTE, S.A.","ARELLANO SANCHEZ, JOSE LUIS",1
"INMOLEVANTE, S.A.","FERNANDEZ-ORDAS ABARCA, JAVIER",1
"INMOLEVANTE, S.A.","FERNANDEZ-ORDAS ABARCA, LUIS JULIAN",1
"INMOLEVANTE, S.A.","GOMEZ GONZALEZ, JOSE LUIS",1
"INMOLEVANTE, S.A.","LLORENTE DOMINGUEZ, JUAN IGNACIO",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","AGUADO GAVILAN, MIGUEL ANGEL",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","DE ARRIBA AZCONA, LADISLAO",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","DE RIBEROLLES , DOMINIQUE",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","GETRONICS INTERNATIONAL B.V.",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","MARTIN GARCIA, JAVIER",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","MONTES PEREZ, EDUARDO",1
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","NCG CORPORACION INDUSTRIAL, S.L.",2
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","REVERTER 17, S.L.",2
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","SANCHEZ-HEREDERO ALVAREZ, LEONARDO",2
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","TERCEIRO LOMBA, JAIME",2
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","VIDAL AMADOR DE LOS RIOS, CARLOS",1
"AHORRO FAMILIAR, S.A.","ABAT , JEAN-RAYMOND",1
"AHORRO FAMILIAR, S.A.","BORBON ESCASANY, ALFONSO",1
"AHORRO FAMILIAR, S.A.","BORBON ESCASANY, FRANCISCO",1
"AHORRO FAMILIAR, S.A.","FERNANDEZ-MONTENEGRO KLINDWORTH, GERMAN",1
"AHORRO FAMILIAR, S.A.","GOMES DE CAMPOS, ARMANDO",1
"AHORRO FAMILIAR, S.A.","ROJO Y LARRIETA, RAFAEL",1
"AHORRO FAMILIAR, S.A.","VAQUIER , PIERRE",1
"S.A. RONSA","CABRERO ESPADAS, RAFAEL",1
"S.A. RONSA","MENCOS VALDES, TERESA MICAELA",1
"S.A. RONSA","MUGICA NOGUERA, MARIA VICTORIA",1
"S.A. RONSA","ORIVE RODRIGUEZ, ARTURO",1
"ENCE ENERGIA Y CELULOSA, S.A.","ABRIL-MARTORELL HERNANDEZ, FERNANDO",2
"ENCE ENERGIA Y CELULOSA, S.A.","ARREGUI CIARSOLO, JUAN LUIS",3
"ENCE ENERGIA Y CELULOSA, S.A.","BARATO TRIGUERO, PEDRO",1
"ENCE ENERGIA Y CELULOSA, S.A.","DE COLMENARES BRUNET, IGNACIO",1
"ENCE ENERGIA Y CELULOSA, S.A.","DEL ALAMO JIMENEZ, JOSE CARLOS",1
"ENCE ENERGIA Y CELULOSA, S.A.","ECHENIQUE LANDIRIBAR, JAVIER",4
"ENCE ENERGIA Y CELULOSA, S.A.","FERNANDEZ MARTINEZ, PASCUAL",1
"ENCE ENERGIA Y CELULOSA, S.A.","MATIAS CLAVERO, GUSTAVO",1
"ENCE ENERGIA Y CELULOSA, S.A.","NORTEÑA PATRIMONIAL, S.L.",1
"ENCE ENERGIA Y CELULOSA, S.A.","RETOS OPERATIVOS XXI, S.L.",2
"ENCE ENERGIA Y CELULOSA, S.A.","SERRA PERIS, JOSE MANUEL",1
"ENCE ENERGIA Y CELULOSA, S.A.","ZUBIA GUINEA, JOSE GUILLERMO",1
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","DEDEU BARGALLO, JAUME",1
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","SEGARRA FERRE, ANGEL",2
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","TALLER DE TURISME I MEDI AMBIENT, S.A.",1
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","VALIENTE MARGELI, MANUEL",1
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","VAQUE BOIX, MARIA",1
"REYAL URBIS, S.A.","ALVAREZ DEL MANZANO LOPEZ DEL HIERRO, JOSE MARIA",1
"REYAL URBIS, S.A.","BQ FINANZAS, S.L.",1
"REYAL URBIS, S.A.","CORPORACION FINANCIERA ISSOS, S.L.",1
"REYAL URBIS, S.A.","NOVELA BERLIN, EMILIO",1
"REYAL URBIS, S.A.","RUIZ GARCIA, JOSE ANTONIO",1
"REYAL URBIS, S.A.","SANTAMARIA MOLINER, RAQUEL",1
"REYAL URBIS, S.A.","SANTAMARIA TRIGO, RAFAEL",1
"INYPSA INFORMES Y PROYECTOS, S.A.","DE ARRIBA ALVAREZ, LADISLAO",1
"INYPSA INFORMES Y PROYECTOS, S.A.","DOBLE A PROMOCIONES, S.A.",1
"INYPSA INFORMES Y PROYECTOS, S.A.","LAZCANO ACEDO, JUAN FRANCISCO",1
"INYPSA INFORMES Y PROYECTOS, S.A.","PEREZ DEL PULGAR BARRAGAN, JOSE LUIS",1
"INYPSA INFORMES Y PROYECTOS, S.A.","REVERTER 17, S.L.",2
"INYPSA INFORMES Y PROYECTOS, S.A.","SANCHEZ-HEREDERO ALVAREZ, LEONARDO",2
"INYPSA INFORMES Y PROYECTOS, S.A.","SERVICIOS INMOBILIARIOS AVILES, S.L.U.",1
"INYPSA INFORMES Y PROYECTOS, S.A.","SUÑOL TREPAT, RAFAEL",1
"ACERINOX, S.A.","BALLESTEROS QUINTANA, PEDRO",1
"ACERINOX, S.A.","CEBRIAN ARA, CLEMENTE",1
"ACERINOX, S.A.","CONTHE GUTIERREZ, MANUEL",1
"ACERINOX, S.A.","FANJUL MARTIN, OSCAR",2
"ACERINOX, S.A.","GUEREDIAGA MENDIOLA, JOSE RAMON",1
"ACERINOX, S.A.","HATTORI , MR.",1
"ACERINOX, S.A.","LOBON GAYOSO, LUIS",1
"ACERINOX, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",3
"ACERINOX, S.A.","MEDEL CAMARA, BRAULIO",2
"ACERINOX, S.A.","NARANJO OLMEDO, RAFAEL",1
"ACERINOX, S.A.","NARIYOSHI , YUKIO",1
"ACERINOX, S.A.","PRADO PEREZ-SEOANE, DIEGO",1
"ACERINOX, S.A.","QHENA , MVULENY GEOFFREY",1
"ACERINOX, S.A.","ROMANA GARCIA, BELEN",1
"ACERINOX, S.A.","VELAZQUEZ HERREROS, BERNARDO",1
"MONTEBALITO, S.A.","AGUIRREGOMEZCORTA SEMPRUN, LUIS",1
"MONTEBALITO, S.A.","CARTERA MERIDIONAL, S.A.",1
"MONTEBALITO, S.A.","COUCEIRO MOLINA, ILDEFONSO",1
"MONTEBALITO, S.A.","GARRIGOS, RUIZ, BENEYTO Y DURA, S.L.P.",1
"MONTEBALITO, S.A.","LARISA INVERPROMO SL",1
"MONTEBALITO, S.A.","NUÑEZ OLIAS, JULIAN",1
"MONTEBALITO, S.A.","VELAZQUEZ´S PROPERTIES, S.L.",1
"ENAGAS, S.A.","ALVAREZ MEZQUIRIZ, JESUS DAVID",1
"ENAGAS, S.A.","GARCIA-MILA LLOVERAS, MARIA TERESA",2
"ENAGAS, S.A.","KHAMIS AL BURTAMANI, SULTAN HAMED",1
"ENAGAS, S.A.","LASHERAS MERINO, MIGUEL ANGEL",1
"ENAGAS, S.A.","LLARDEN CARRATALA, ANTONIO",1
"ENAGAS, S.A.","MARTINEZ MARTINEZ, DIONISIO",1
"ENAGAS, S.A.","NAVARRO VIGIL, LUIS JAVIER",1
"ENAGAS, S.A.","OREJA ARBURUA, MARCELINO",1
"ENAGAS, S.A.","PARELLADA SABATA, MARTI",1
"ENAGAS, S.A.","PEREZ SIMARRO, RAMON",1
"ENAGAS, S.A.","RIVA FRANCOS, JOSE",1
"ENAGAS, S.A.","SANCHEZ GARCIA, ANA ISABEL",1
"ENAGAS, S.A.","SOCIEDAD ESTATAL DE PARTICIPACIONES INDUSTRIALES",1
"PROMOTORA DE INFORMACIONES, S.A.","ABRIL-MARTORELL HERNANDEZ, FERNANDO",2
"PROMOTORA DE INFORMACIONES, S.A.","ARENA DE LA MORA, JUAN",5
"PROMOTORA DE INFORMACIONES, S.A.","BERGGRUEN , NICOLAS",1
"PROMOTORA DE INFORMACIONES, S.A.","CEBRIAN ECHARRI, JUAN LUIS",2
"PROMOTORA DE INFORMACIONES, S.A.","CORTES DOMINGUEZ, MATIAS",2
"PROMOTORA DE INFORMACIONES, S.A.","DE POLANCO MORENO, MANUEL",1
"PROMOTORA DE INFORMACIONES, S.A.","FRANKLIN , MARTIN",1
"PROMOTORA DE INFORMACIONES, S.A.","HUFFINGTON , ARIANNA",1
"PROMOTORA DE INFORMACIONES, S.A.","LEAL MALDONADO, JOSE LUIS",1
"PROMOTORA DE INFORMACIONES, S.A.","MARAÑON BERTRAN DE LIS, GREGORIO",2
"PROMOTORA DE INFORMACIONES, S.A.","MINC , ALAIN",2
"PROMOTORA DE INFORMACIONES, S.A.","NOGUERA BOREL, AGNES",2
"PROMOTORA DE INFORMACIONES, S.A.","PEREZ ARAUNA, BORJA JESUS",1
"PROMOTORA DE INFORMACIONES, S.A.","ROMAN , EMMANUEL",1
"PROMOTORA DE INFORMACIONES, S.A.","SLOAN , HARRY EVANS",1
"PROMOTORA DE INFORMACIONES, S.A.","ZEDILLO PONCE DE LEON, ERNESTO",1
"SERVICE POINT SOLUTIONS, S.A.","ARALIA ASESORES, S.L.",1
"SERVICE POINT SOLUTIONS, S.A.","CUERVO-ARANGO MARTINEZ, CARLOS",1
"SERVICE POINT SOLUTIONS, S.A.","HOLMBERG , CARL JIMMIE",1
"SERVICE POINT SOLUTIONS, S.A.","INMOUNO, S.L.U.",1
"SERVICE POINT SOLUTIONS, S.A.","NAVARRO MARTINEZ, PEDRO ANGEL",3
"SERVICE POINT SOLUTIONS, S.A.","PAOSAR, S.L.",1
"SERVICE POINT SOLUTIONS, S.A.","TVIKAP AB",1
"ADVEO GROUP INTERNATIONAL, S.A.","ALVAREZ-MIRANDA NAVARRO, MILLAN",1
"ADVEO GROUP INTERNATIONAL, S.A.","ARRATIBEL IMAZ, XABIER",1
"ADVEO GROUP INTERNATIONAL, S.A.","BEZARES MUNILLA, ELADIO",2
"ADVEO GROUP INTERNATIONAL, S.A.","DIAZ MARROQUIN, FRANCISCO JAVIER",1
"ADVEO GROUP INTERNATIONAL, S.A.","GESTION DE INVERSIONES RIMUSA, S.L.",1
"ADVEO GROUP INTERNATIONAL, S.A.","HERNANDEZ-RUBIO MUÑOYERRO, JUAN ANTONIO",1
"ADVEO GROUP INTERNATIONAL, S.A.","HISCAN PATRIMONIO, S.A.",1
"ADVEO GROUP INTERNATIONAL, S.A.","IGARTUA MORENO, PABLO",1
"ADVEO GROUP INTERNATIONAL, S.A.","LAZARO LAZARO, JUAN ANTONIO",1
"ADVEO GROUP INTERNATIONAL, S.A.","QMC DIRECTORSHIPS, S.L.",3
"ADVEO GROUP INTERNATIONAL, S.A.","VIDEGAIN MURO, ALVARO",2
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","FERNANDEZ BARREIRO, ISIDRO",1
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GIESSO CAZENAVE, MIRTA MARIA",1
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUERRERO GUERRERO, PEDRO",2
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUT REVOREDO, CHANTAL",1
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUT REVOREDO, CHRISTIAN",1
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","PARAJA QUIROS, EDUARDO",2
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","REVOREDO DELVECCHIO, HELENA IRENE",3
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","RUIZ-GALVEZ PRIEGO, EUGENIO",2
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","VIVES RUIZ, FERNANDO",1
"INDRA SISTEMAS, S.A.","ADMINISTRADORA VALTENAS, S.L.",1
"INDRA SISTEMAS, S.A.","AGUILERA NAVARRO, ISABEL",1
"INDRA SISTEMAS, S.A.","ANDRES GONZALEZ, JAVIER DE",1
"INDRA SISTEMAS, S.A.","CASA GRANDE DE CARTAGENA, S.L.",1
"INDRA SISTEMAS, S.A.","GARCIA-PITA PEMAN, DANIEL",1
"INDRA SISTEMAS, S.A.","LADA DIAZ, LUIS",2
"INDRA SISTEMAS, S.A.","MARCH DE LA LASTRA, JUAN",3
"INDRA SISTEMAS, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",3
"INDRA SISTEMAS, S.A.","MONZON DE CACERES, JAVIER",2
"INDRA SISTEMAS, S.A.","ORIOL ICAZA, MONICA",2
"INDRA SISTEMAS, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",4
"INDRA SISTEMAS, S.A.","SANTILLANA DEL BARRIO, IGNACIO",1
"INDRA SISTEMAS, S.A.","SUGRAÑES ARIMANY, ROSA",1
"INDRA SISTEMAS, S.A.","TEROL ESTEBAN, ALBERTO MIGUEL",2
"LIWE ESPAÑOLA, S.A.","BERNABE DIAZ, FERMIN FERNANDO",1
"LIWE ESPAÑOLA, S.A.","COSTA GARCIA, MIGUEL ANGEL",1
"LIWE ESPAÑOLA, S.A.","GOMEZ MARIN, FRANCISCO",1
"LIWE ESPAÑOLA, S.A.","PARDO CANO, JOSE",1
"LIWE ESPAÑOLA, S.A.","PARDO CANO, JUAN CARLOS",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","BURGOS PEREZ, JOSE MANUEL",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","CARTERA DEVA, S.A.",2
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","CASTELLS MASANA, JUAN",2
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",3
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","E.A.C. MEDIOAMBIENTE, S.L.",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","ITURRIOZ NICOLAS, JOSE MARIA",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","KOPLOWITZ ROMERO JOSEU, ESTHER",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MARTINEZ ZABALA, MARIA LOURDES",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MARTINEZ-YNZENGA CANOVAS DEL CASTILLO, JOSE IGNACIO",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MELILOTO, S.L.",2
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MONTES SANCHEZ, RAFAEL",3
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","SAENZ DE MIERA ALONSO, JOSE LUIS",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","TABERNA ALDAZ, JAVIER",1
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","VILLAPALOS SALAS, GUSTAVO",1
"VISCOFAN, S.A.","ALDECOA SAGASTASOLOA, JOSE MARIA",2
"VISCOFAN, S.A.","AMPUERO OSMA, JOSE DOMINGO",1
"VISCOFAN, S.A.","BASTERRA LARROUDE, NESTOR",2
"VISCOFAN, S.A.","ECHEVARRIA CANALES, AGATHA",1
"VISCOFAN, S.A.","GONZALEZ MOLERO, LAURA",1
"VISCOFAN, S.A.","LEGARDA ZARAGÜETA, ALEJANDRO",2
"VISCOFAN, S.A.","MARAÑON BERTRAN DE LIS, GREGORIO",2
"VISCOFAN, S.A.","MARCO-GARDOQUI IBAÑEZ, IGNACIO",2
"VISCOFAN, S.A.","PEREZ LAPAZARAN, JOSE CRUZ",1
"AZKOYEN, S.A.","ADRIANI , MARCO",1
"AZKOYEN, S.A.","BERKINVEST CAPITAL, S.L.",1
"AZKOYEN, S.A.","COMPETIBER, S.A.",1
"AZKOYEN, S.A.","IBARRONDO GUERRICA-ECHEVARRIA, PEDRO",1
"AZKOYEN, S.A.","LEYTE COELLO, ARTURO",1
"AZKOYEN, S.A.","MIR ANDREU, RAFAEL",1
"AZKOYEN, S.A.","QMC DIRECTORSHIPS, S.L.",3
"AZKOYEN, S.A.","SUAREZ ALECHA, JUAN JOSE",1
"AZKOYEN, S.A.","TOMAS FORASTER, FRANCISCO JAVIER",1
"BARON DE LEY, S.A.","DIEZ MARTIN, JOAQUIN",1
"BARON DE LEY, S.A.","GARCIA-HOZ ROSALES, JOSE MARIA",1
"BARON DE LEY, S.A.","NOAIN SAINZ, JULIO",1
"BARON DE LEY, S.A.","ROYO-VILLANOVA PAYA, FCO. DE ASIS",1
"BARON DE LEY, S.A.","SANTOS-RUIZ DIAZ, EDUARDO",1
"ADOLFO DOMINGUEZ, S.A.","BERGES LOBERA, ANGEL",1
"ADOLFO DOMINGUEZ, S.A.","CROISSIER BATISTA, LUIS CARLOS",3
"ADOLFO DOMINGUEZ, S.A.","DOMINGUEZ FERNANDEZ, ADOLFO",1
"ADOLFO DOMINGUEZ, S.A.","GARCIA-PLANAS MARCET, JOSEP Mª",1
"ADOLFO DOMINGUEZ, S.A.","GONZALEZ ALVAREZ, ELENA",1
"ADOLFO DOMINGUEZ, S.A.","LUXURY LIBERTY, S.A.",1
"ADOLFO DOMINGUEZ, S.A.","NUENO INIESTA, JOSE LUIS",1
"PAPELES Y CARTONES DE EUROPA, S.A.","ABECASSIS-MOEDAS , CELINE",1
"PAPELES Y CARTONES DE EUROPA, S.A.","AGUASAL S.A.U.",1
"PAPELES Y CARTONES DE EUROPA, S.A.","CARTERA INDUSTRIAL REA, S.A.",1
"PAPELES Y CARTONES DE EUROPA, S.A.","GUILARTE GUTIERREZ, VICENTE",1
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, ENRIQUE",1
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, FERNANDO",1
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, JOSE MIGUEL",1
"PAPELES Y CARTONES DE EUROPA, S.A.","JORDANO PEREZ, JUAN",1
"PAPELES Y CARTONES DE EUROPA, S.A.","TRES AZUL, S.L.",1
"ZELTIA, S.A.","ANDRADE DETRELL, MONTSERRAT",1
"ZELTIA, S.A.","BERGARECHE BUSQUET, JOSE MARIA",1
"ZELTIA, S.A.","CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.",2
"ZELTIA, S.A.","EDUARDO SERRA Y ASOCIADOS, S.L.",1
"ZELTIA, S.A.","FERNANDEZ PUENTES, JOSE LUIS",1
"ZELTIA, S.A.","FERNANDEZ PUENTES, PEDRO FRANCISCO",1
"ZELTIA, S.A.","FERNANDEZ PUENTES, SANTIAGO ALFREDO",1
"ZELTIA, S.A.","FERNANDEZ SOUSA-FARO, JOSE MARIA",1
"ZELTIA, S.A.","JEFPO, S.L.",1
"ZELTIA, S.A.","ROSP CORUNNA PARTICIPACIONES EMPRESARIALES, S.L.",1
"ZELTIA, S.A.","SOLCHAGA CATALA, CARLOS",3
"ZELTIA, S.A.","URQUIZU ITURRARTE, JOSE ANTONIO",1
"ZELTIA, S.A.","ZURITA SAENZ DE NAVARRETE, JAIME",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","ALVAREZ ALVAREZ, ROBERTO",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","DE LA DEHESA ROMERO, GUILLERMO",4
"GRUPO EMPRESARIAL SAN JOSE, S.A.","IRANZO MARTIN, JUAN EMILIO",2
"GRUPO EMPRESARIAL SAN JOSE, S.A.","PIQUE CAMPS, JOSE",4
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY GONZALEZ, JACINTO",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY LAREDO, JACINTO",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY LAREDO, JAVIER",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY PERALES, ROBERTO",1
"GRUPO EMPRESARIAL SAN JOSE, S.A.","SEBASTIAN GONZALEZ, ALTINA DE FATIMA",1
"PESCANOVA, S.A.","BARRERAS RUANO, ANA BELEN",1
"PESCANOVA, S.A.","BASAGOITI GARCIA-TUÑON, ANTONIO",2
"PESCANOVA, S.A.","CARCELLER ARCE, JOSE",1
"PESCANOVA, S.A.","FERNANDEZ DE SOUSA-FARO, MANUEL",1
"PESCANOVA, S.A.","IBERFOMENTO SA SCR BAJA 18.11.05",4
"PESCANOVA, S.A.","ICS HOLDINGS LTD.",1
"PESCANOVA, S.A.","INVERLEMA, S.L.",1
"PESCANOVA, S.A.","LUXEMPART, S.A.",1
"PESCANOVA, S.A.","MENDEZ PASCUAL, YAGO ENRIQUE",2
"PESCANOVA, S.A.","PAZ-ANDRADE RODRIGUEZ, ALFONSO",1
"PESCANOVA, S.A.","SOCIEDAD GALLEGA DE IMPORTACION DE CARBONES, S.A.",1
"PESCANOVA, S.A.","WILLIAMS , ROBERT ALBERT",1
"BANCO SANTANDER, S.A.","BOTIN-SANZ DE SAUTUOLA Y GARCIA DE LOS RIOS, EMILIO",1
"BANCO SANTANDER, S.A.","BOTIN-SANZ SAUTOLA O´SHEA, ANA PATRICIA",1
