Empresa,Nombre,% Derechos Voto,Fecha Registro CNMV
"CODERE, S.A.","FARALLON CAPITAL OFFSHORE INVESTORS II, L.P.",2.076,10/01/2011
"CODERE, S.A.",MASAMPE HOLDING BV,51.346,22/09/2009
"CODERE, S.A.",NOONDAY ASSET MANAGEMENT LLP,5.326,10/01/2011
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6.619,21/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",BANCO DE ESPAÑA,5.335,21/05/2007
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BANCO FINANCIERO Y DE AHORROS, S.A.",4.137,25/05/2011
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BNP PARIBAS, SOCIETE ANONYME",3.051,30/03/2011
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","CAIXABANK, S.A.",5.010,08/05/2008
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",CAJA DE AHORROS Y PENSIONES DE BARCELONA,5.010,08/05/2008
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","BANCA CIVICA, S.A.",9.326,30/06/2011
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","BILBAO BIZKAIA KUTXA, AURREZKI KUTXA ETA BAHITETXEA",5.188,27/11/2008
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",CAJA DE AHORROS DE ASTURIAS,5.000,28/11/2007
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","CANTABRICA DE INVERSIONES DE CARTERA, S.L.",5.000,28/11/2007
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",FONDO DE REESTRUCTURACION ORDENADA BANCARIA,5.052,14/11/2011
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",GLOVAL PROCESOS CORPORACION 2000 S.A.,10.428,30/10/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","GOMEZ-SAINZ GARCIA, HECTOR FABIAN",9.474,09/04/2010
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","GONDARAL TRES, S.L.",5.400,07/04/2010
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","MARSAL MINGUELLA, RAMON",7.360,21/08/2007
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",QMC DEVELOPMENT CAPITAL FUND PLC,4.552,28/12/2007
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","DTL CORPORACION , S.L.",61.532,08/04/2010
"AMADEUS IT HOLDING, S.A.",AIR FRANCE-KLM,15.912,05/05/2010
"AMADEUS IT HOLDING, S.A.","BNP PARIBAS, SOCIETE ANONYME",4.993,08/11/2011
"AMADEUS IT HOLDING, S.A.",DEUTSCHE LUFTHANSA AKTIENGESELLSCHAFT,7.956,05/05/2010
"AMADEUS IT HOLDING, S.A.",GOVERMENT OF SINGAPORE INVESTMENT CORPORATION PTE LTD,5.174,08/07/2011
"AMADEUS IT HOLDING, S.A.","INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.",7.499,10/02/2011
"AMADEUS IT HOLDING, S.A.",MFS INVESTMENT MANAGEMENT,3.015,11/07/2011
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",NOMURA HOLDINGS INC,13.290,17/12/2010
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","TALLADA GARCIA DE LA FUENTE, JAVIER",3.460,24/05/2010
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","TSS LUXEMBOURG I, S.A.R.L.",13.290,03/12/2010
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","BANCO FINANCIERO Y DE AHORROS, S.A.",12.087,25/05/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.",BLACKROCK INC.,6.008,21/02/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.",SCHRODER PLC,3.191,05/09/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.",TEMPLETON GLOBAL ADVISORS LIMITED,5.011,03/10/2011
"BANCA CIVICA, S.A.",ACCION CONCERTADA,55.320,27/07/2011
"NATRACEUTICAL, S.A.","BILBAO BIZKAIA KUTXA, AURREZKI KUTXA ETA BAHITETXEA",4.588,27/11/2008
"NATRACEUTICAL, S.A.","CARAFAL INVESTMENT, S.L.",3.736,26/11/2009
"NATRACEUTICAL, S.A.","HISPANICA DE CALDERERIA, S.A.L.",3.026,06/10/2010
"NATRACEUTICAL, S.A.","INVERSIONES IBERSUIZAS, S.A.",5.000,05/06/2008
"NATRACEUTICAL, S.A.","MORENO TARAZONA, MANUEL",3.736,26/11/2009
"QUABIT INMOBILIARIA, S.A.","CXG CORPORACION NOVACAIXAGALICIA, S.A.",4.084,09/03/2009
"QUABIT INMOBILIARIA, S.A.",FONDO DE REESTRUCTURACION ORDENADA BANCARIA,4.084,14/11/2011
"QUABIT INMOBILIARIA, S.A.","GALIANO FRIAS, JUAN JOSE",24.584,18/12/2009
"QUABIT INMOBILIARIA, S.A.",GEM CAPITAL SAS,"",""
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.",SOCIEDAD ESTATAL DE PARTICIPACIONES INDUSTRIALES,5.540,26/10/2000
"RENO DE MEDICI, S.P.A.","CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE, S.P.A.",7.979,18/08/1998
"RENO DE MEDICI, S.P.A.","DELL´ARIA BURANI, GIOVANNI",30.345,18/08/1998
"RENO DE MEDICI, S.P.A.","ISFINA, S.P.A.",22.004,18/08/1998
"RENO DE MEDICI, S.P.A.","MAYR MELNHOF KARTON, A.G.",5.670,18/08/1998
"JAZZTEL, PLC.","BNP PARIBAS, SOCIETE ANONYME",5.063,08/11/2011
"JAZZTEL, PLC.",GOVERNANCE FOR OWNERS LLP,4.073,14/07/2011
"ARCELOR MITTAL, S.A.",ESTADO DE LUXEMBURGO,5.622,31/03/2005
ENEL GREEN POWER S.P.A.,ENEL S.P.A.,69.171,16/12/2010
